"gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ELOVL4","ENSG00000118402.6",51.4003305636438,1.04498954234627,0.346581173237943,3.01513649048915,0.00256863634922086,0.298454743526031
"CPT1A","ENSG00000110090.13",2813.59668871071,-0.514690055122627,0.196326899346179,-2.62159722807563,0.00875187943279245,0.487758153297583
"CPT1C","ENSG00000169169.15",7.01225840967188,-2.19848860953665,0.876352628746992,-2.50868033873538,0.012118309303014,0.534469749511708
"MCCC1","ENSG00000078070.14",504.972541744869,0.281235586932738,0.174723916089931,1.60959983742572,0.107485243745313,0.878962332482748
"CPT1B","ENSG00000205560.13",463.184503863451,-0.334225594868974,0.209547713265845,-1.59498564627596,0.110715445611976,0.884103724339726
"SURF1","ENSG00000148290.10",532.71419555082,-0.157080301477061,0.100431443008837,-1.56405500878087,0.117804650564422,0.8971621062964
"MMACHC","ENSG00000132763.15",206.541975841523,0.370805218570843,0.246035518908142,1.50712068004004,0.131779726912579,0.9079576068876
"ENO3","ENSG00000108515.18",119.761184165525,-0.303878032086554,0.207975077778896,-1.46112714721336,0.143980551409101,0.922060585516649
"ACADVL","ENSG00000072778.20",3476.341418035,-0.110842331565159,0.0913488730339766,-1.21339571998805,0.22497856190811,0.98140745861583
"HADHA","ENSG00000084754.12",4015.58345922363,-0.0747960077868083,0.067120089122867,-1.1143609724637,0.265124359205959,0.993771429182955
"ACACB","ENSG00000076555.16",1051.27873776536,-0.198783445131698,0.215436905046719,-0.922699131277393,0.356164018700887,0.999755084243877
"PGM1","ENSG00000079739.17",771.506537721608,-0.0346530585107828,0.136822588882963,-0.253270010410523,0.800059568979262,0.999755084243877
"PCK2","ENSG00000100889.12",663.834963824822,-0.143389360731636,0.148370192209109,-0.966429702601901,0.33382920717868,0.999755084243877
"MLYCD","ENSG00000103150.7",2723.69050968457,0.00966135762388722,0.0981246159628357,0.0984600808786495,0.921566968735172,0.999755084243877
"ETFB","ENSG00000105379.10",854.471357758323,-0.110928016493633,0.129335485612275,-0.857676576296903,0.391071077706779,0.999755084243877
"CUBN","ENSG00000107611.16",676.984647692736,-0.0258598682434077,0.206559643801777,-0.12519322636044,0.90037057963696,0.999755084243877
"MINPP1","ENSG00000107789.16",277.892094208077,-0.0147590107381868,0.246527901721023,-0.0598675064167318,0.952261159580316,0.999755084243877
"ACADM","ENSG00000117054.15",1035.07660794509,-0.11698001207434,0.136204300981566,-0.858856961427171,0.390419436734275,0.999755084243877
"MCCC2","ENSG00000131844.17",1239.37796299254,-0.0295544218012001,0.101946305391735,-0.289901842814562,0.77189133177821,0.999755084243877
"TACO1","ENSG00000136463.9",329.994857633588,0.0409184601791745,0.139902349149718,0.292478721249956,0.769920626946013,0.999755084243877
"MMAA","ENSG00000151611.17",257.750798748887,0.0608436555050544,0.160390483195491,0.379347042872209,0.704430170396448,0.999755084243877
"G6PD","ENSG00000160211.20",5111.94927685872,0.0052369337725886,0.197367627476148,0.0265339044683074,0.978831491257406,0.999755084243877
"LMBRD1","ENSG00000168216.13",1984.11903898083,-0.0147118635566693,0.149149679723773,-0.098638251077145,0.921425498132325,0.999755084243877
"GLYCTK","ENSG00000168237.18",1399.7405904026,-0.0246247839643285,0.0921669426818214,-0.267175879418482,0.789333746745325,0.999755084243877
