"gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ADORA2B","ENSG00000170425.4",39.658342358397,-0.497126027394482,0.330792318722701,-1.50283425357049,0.132881790513323,0.909061987466344
"GIPR","ENSG00000010310.9",117.732121487936,-0.51709350073328,0.369932214962898,-1.39780608397444,0.162171306895412,0.933538571396474
"ADORA2A","ENSG00000128271.22",1283.0263735379,0.143124039922902,0.103306295615162,1.38543386025639,0.165919843349234,0.93635292386556
"SYT6","ENSG00000134207.17",2.45248251684728,-1.70557845944872,1.31796987414573,-1.29409517843055,0.195632546796684,0.956884125832752
"DMXL2","ENSG00000104093.14",6871.96417961524,-0.207979669077038,0.182409370613003,-1.1401808381779,0.254210968888962,0.993674067004304
"CYTH2","ENSG00000105443.16",2225.7105381166,-0.0916543007946766,0.11316800962454,-0.809895845113471,0.418000040018015,0.999755084243877
"VIPR2","ENSG00000106018.14",26.1887440386847,0.415007400633395,0.422806919261585,0.981553001446117,0.326320111029106,0.999755084243877
"MADD","ENSG00000110514.19",3349.24984407725,0.0301217471441903,0.106563160347984,0.282665670254403,0.777433134586517,0.999755084243877
"DENND1A","ENSG00000119522.17",2887.71351133664,-0.152650372270105,0.179659519263129,-0.849664815403035,0.395511465295014,0.999755084243877
"ADM2","ENSG00000128165.9",82.2643272628693,0.139707490535291,0.196575242384928,0.710707456545925,0.477265538022156,0.999755084243877
"HTR6","ENSG00000158748.4",40.4596377447284,-0.104562871797162,0.644510341509393,-0.162236142793743,0.871119898966135,0.999755084243877
"CALCB","ENSG00000175868.14",10.113591529111,0.228049518956923,0.487879681617449,0.467429834751221,0.640192381300374,0.999755084243877
"SMCR8","ENSG00000176994.11",6057.93532684819,0.0180894687398601,0.0838093005236223,0.215840827054289,0.829111822928721,0.999755084243877
