"gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C4A","ENSG00000244731.9",592.443954972303,3.72114783072334,0.646460113394225,5.75619091359796,8.60330843329916e-09,0.00016457268702058
"ZFHX2","ENSG00000136367.15",113.35641141319,3.00586463313711,0.604243158923948,4.97459439754359,6.53843967162357e-07,0.00625369062392437
"TVP23C-CDRT4","ENSG00000259024.6",205.335222766631,-4.31852426614123,0.892873630580483,-4.83665786314423,1.32040414047076e-06,0.00841933693435507
"TBC1D3","ENSG00000274611.4",61.8411995410802,-21.6428066093808,4.60335052839105,-4.70153347564981,2.58214920405933e-06,0.0123484830311127
"TUBB2A","ENSG00000137267.7",1911.46884002968,4.2309051895744,0.90913650111449,4.65376231664643,3.25932492991501e-06,0.0123953644340508
"C4B","ENSG00000224389.9",425.176740356986,3.43983536959049,0.74499088863471,4.61728515350627,3.88792862168983e-06,0.0123953644340508
"TMEM184A","ENSG00000164855.16",26.0170769766727,7.96576147672593,1.76678726069485,4.50861382914494,6.52525566551607e-06,0.0178316593750938
"CDC7","ENSG00000097046.13",153.434964795315,1.34231260988797,0.302541276123621,4.43679165727948,9.13095910276134e-06,0.0218332645845902
"PLEKHH2","ENSG00000152527.14",48.8880131789866,-3.45348179136515,0.789055022456244,-4.37673127105234,1.20472354281344e-05,0.0256057296116425
"ENSG00000269711","ENSG00000269711.1",14.1213232163819,-19.4773479153485,4.54188036388234,-4.28838858685823,1.79974034189288e-05,0.0344272330000689
"ADCY6","ENSG00000174233.12",49.708709500341,3.0163994381968,0.71368657600259,4.22650437828307,2.37349655844931e-05,0.0400462848520726
"PMS2P6","ENSG00000174384.9",133.896322406511,-4.0313228563906,0.956717509254754,-4.21370239113826,2.51218264532841e-05,0.0400462848520726
