"gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CHI3L1","ENSG00000133048.13",3450.949194067,2.56003569974077,0.74065619470027,3.45644270318534,0.000547355558799506,0.175766916331701
"SLC4A1","ENSG00000004939.16",41796.5777213207,-1.00180262416323,1.12802219640106,-0.888105417924813,0.374484048571961,0.999972629295253
"SPTB","ENSG00000070182.21",6596.5993655009,-0.808121390874469,1.49909007196155,-0.539074606649252,0.589835376392716,0.999972629295253
"RHAG","ENSG00000112077.18",43.013951482032,-0.370987700979218,1.38184945399098,-0.268471865663624,0.788336128151669,0.999972629295253
"HEMGN","ENSG00000136929.13",3313.05948999688,-1.01896638298203,0.939667877814217,-1.08438992865466,0.27819194730055,0.999972629295253
"SPTBN5","ENSG00000137877.10",126.159681687452,-0.136168430479006,0.692794572629865,-0.196549505233719,0.844180088660472,0.999972629295253
"SPTA1","ENSG00000163554.15",381.435659209993,-0.918846711673317,1.04291658245455,-0.881035671626556,0.378298512984504,0.999972629295253
"EPB42","ENSG00000166947.15",3825.83151965809,-0.952429064378058,1.06024340326481,-0.898311709787812,0.369019391444311,0.999972629295253
"AHSP","ENSG00000169877.10",533.85686705101,0.292633797559123,1.20779772943645,0.242287090319059,0.808557716253688,0.999972629295253
"GYPA","ENSG00000170180.22",149.30139831901,0.151166218945256,1.5164614526773,0.0996835222407883,0.920595582723072,0.999972629295253
"GYPE","ENSG00000197465.14",33.1713459368809,1.41803802475869,1.53565449069256,0.923409551662346,0.355793815934833,0.999972629295253
"KEL","ENSG00000197993.9",231.244157271373,-0.156677317373784,1.07135832307926,-0.146241751241049,0.883730547114793,0.999972629295253
"GYPB","ENSG00000250361.9",255.500716046605,-0.694171463226507,1.21228845618494,-0.572612450184551,0.566907127960319,0.999972629295253
