"gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GIPR","ENSG00000010310.9",119.384395291487,0.699847467190676,1.01628318256819,0.688634309014274,0.491053424818502,0.999972629295253
"DMXL2","ENSG00000104093.14",5984.67987535457,0.280747121467163,0.489218804567238,0.573868213662618,0.566056984272387,0.999972629295253
"CYTH2","ENSG00000105443.16",2032.2771907652,0.208191456841296,0.35981198883824,0.57861178420848,0.562851151523147,0.999972629295253
"MADD","ENSG00000110514.19",3130.69121948604,-0.0774596607523108,0.299321372679159,-0.258784262744042,0.79580170087501,0.999972629295253
"DENND1A","ENSG00000119522.17",2483.02862046788,0.658660785426483,0.474388973668703,1.38844033480101,0.165003001343566,0.999972629295253
"ADM2","ENSG00000128165.9",81.1260769798369,-0.517809832452858,0.513845215517767,-1.00771558596901,0.313591020447996,0.999972629295253
"ADORA2A","ENSG00000128271.22",1171.22212912267,-0.00783304173584137,0.253517956450938,-0.0308973843332366,0.975351375928454,0.999972629295253
"HTR6","ENSG00000158748.4",40.0748962514651,1.74208134917622,1.57981367768548,1.1027131704091,0.270151745466927,0.999972629295253
"ADORA2B","ENSG00000170425.4",37.6317208802149,-0.4918872483104,0.769244503411413,-0.639442005927892,0.522535429782197,0.999972629295253
"SMCR8","ENSG00000176994.11",5335.4038387448,0.15915760850007,0.243527164380857,0.6535517666159,0.513400627802649,0.999972629295253
"VIPR2","ENSG00000106018.14",16.4645721886832,1.93474200392659,1.24263811755411,1.55696334805402,0.119479187641209,NA
"CALCB","ENSG00000175868.14",8.29030073067867,0.697745942156593,1.39657805919612,0.499611129905779,0.617348919420029,NA
